accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch,yaw,roll
-0.24885355039999998,-0.2584248408,10.2029955664,0.017453292519943295,-0.001090830782496456,0.009817477042468103,-0.029039304568685725,0.00019634954084936208,0.028276749683149395
-0.24885355039999998,-0.2584248408,10.2029955664,0.006544984694978736,-0.001090830782496456,0.011999138607461015,-0.029039304568685725,0.00023998277214922032,0.02806294684978009
-0.23928225999999997,-0.2679961312,10.1838529856,0.009817477042468103,-0.001090830782496456,0.008726646259971648,-0.030170095458836314,0.00017453292519943296,0.027102864823181673
-0.24885355039999998,-0.24885355039999998,10.212566856799999,0.009817477042468103,-0.002181661564992912,0.009817477042468103,-0.027960202518717923,0.00019634954084936208,0.02810158320528002
-0.23928225999999997,-0.2584248408,10.1838529856,0.00545415391248228,0.0,0.01090830782496456,-0.029072445875077565,0.0002181661564992912,0.027017996708722507
-0.2584248408,-0.2584248408,10.1742816952,0.009817477042468103,-0.004363323129985824,0.009817477042468103,-0.029185304689199935,0.00019634954084936208,0.029282827807425433
-0.2584248408,-0.24885355039999998,10.2029955664,0.001090830782496456,-0.003272492347489368,0.007635815477475192,-0.028007761395938344,0.00015271630954950385,0.029030680954331242
-0.23928225999999997,-0.24885355039999998,10.222138147199999,0.016362461737446838,0.002181661564992912,0.009817477042468103,-0.02784855178600653,0.00019634954084936208,0.027131732523598545
-0.24885355039999998,-0.24885355039999998,10.1838529856,0.004363323129985824,0.0,0.014180800172453928,-0.027996125269385046,0.0002836160034490786,0.028073294908642757
-0.2584248408,-0.2584248408,10.2029955664,0.01090830782496456,-0.003272492347489368,0.01090830782496456,-0.029082065135359585,0.0002181661564992912,0.02922242771756511
-0.24885355039999998,-0.2679961312,10.1838529856,0.011999138607461015,-0.002181661564992912,0.013089969389957472,-0.030191475742173242,0.00026179938779914946,0.028221623321925664
-0.24885355039999998,-0.2584248408,10.212566856799999,0.015271630954950384,-0.004363323129985824,0.01090830782496456,-0.029076261221756692,0.0002181661564992912,0.028207835660198376
-0.2584248408,-0.2679961312,10.193424275999998,0.011999138607461015,-0.001090830782496456,0.004363323129985824,-0.030141799849422803,8.726646259971648e-05,0.029270313801503557
-0.22971096959999998,-0.2584248408,10.1838529856,0.011999138607461015,-0.001090830782496456,0.006544984694978736,-0.029093826158414497,0.00013089969389957473,0.026070206918693616
-0.24885355039999998,-0.2679961312,10.193424275999998,-0.002181661564992912,-0.001090830782496456,0.009817477042468103,-0.030141799849422803,0.00019634954084936208,0.027917429877436294
-0.2584248408,-0.24885355039999998,10.212566856799999,0.006544984694978736,-0.001090830782496456,0.007635815477475192,-0.027938822235380995,0.00015271630954950385,0.029110422380190345
-0.2584248408,-0.23928225999999997,10.2029955664,0.009817477042468103,-0.001090830782496456,0.007635815477475192,-0.026890647957506456,0.00015271630954950385,0.02920237355102836
-0.2584248408,-0.24885355039999998,10.2029955664,0.011999138607461015,-0.003272492347489368,0.009817477042468103,-0.028007761395938344,0.00019634954084936208,0.029244483787700545
