gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z
55.0,-1.8125000000000002,-6.0625,0.050752,0.070272,1.047248,0.254,-0.456,0.514
71.3125,1.5625,-4.1875,0.040992,0.11126400000000002,1.016016,0.252,-0.45,0.496
62.4375,-3.875,-7.0625,0.025376,0.072224,1.05408,0.245,-0.44800000000000006,0.48300000000000004
52.3125,7.687500000000001,3.125,0.007808000000000001,0.15128,1.00528,0.251,-0.442,0.475
41.1875,1.625,0.9374999999999999,0.027328,0.187392,1.030656,0.235,-0.441,0.456
50.3125,5.125,4.625,0.017568,0.22545600000000002,0.9750240000000001,0.24900000000000003,-0.436,0.45300000000000007
19.5625,-2.75,-1.4375,0.026352,0.255712,0.9828319999999999,0.23700000000000002,-0.44,0.44800000000000006
28.375,0.125,-1.5000000000000002,0.025376,0.269376,0.9701439999999999,0.23900000000000002,-0.436,0.447
29.5625,-2.125,-3.375,0.021471999999999998,0.265472,1.018944,0.23600000000000002,-0.43200000000000005,0.42800000000000005
46.1875,3.0000000000000004,1.6875,0.01952,0.303536,0.9730719999999998,0.23600000000000002,-0.426,0.42900000000000005
36.875,-1.8125000000000002,0.0625,0.023424,0.359168,0.928176,0.23600000000000002,-0.41,0.41300000000000003
28.500000000000004,-9.1875,-9.25,0.0039040000000000004,0.350384,0.926224,0.23200000000000004,-0.42100000000000004,0.41
23.5625,-4.8125,-3.5,0.013664,0.339648,0.926224,0.231,-0.42200000000000004,0.396
25.0,-0.5,4.75,0.024399999999999998,0.368928,0.926224,0.23200000000000004,-0.43,0.38800000000000007
17.5625,-4.8125,3.125,0.026352,0.376736,0.9213439999999998,0.233,-0.425,0.381
18.5,0.4375,2.5,0.022448,0.38356799999999996,0.9037760000000001,0.234,-0.426,0.3940000000000001
16.0625,-3.4375,-0.6875,0.023424,0.384544,0.920368,0.233,-0.42300000000000004,0.38400000000000006
14.3125,0.5625,1.0625,0.034159999999999996,0.398208,0.93208,0.234,-0.41800000000000004,0.385
16.875,-1.5625,-0.5625,0.036112,0.40504,0.9018240000000001,0.21900000000000003,-0.431,0.374
12.3125,-4.75,-0.6875,0.029279999999999997,0.410896,0.916464,0.228,-0.43400000000000005,0.376
20.0,-0.0625,-0.5,0.026352,0.426512,0.8959680000000001,0.24200000000000002,-0.42900000000000005,0.37300000000000005
8.75,-7.0,-0.7500000000000001,0.032208,0.426512,0.899872,0.24100000000000002,-0.42300000000000004,0.36
20.3125,-1.3125,2.25,0.026352,0.436272,0.8959680000000001,0.231,-0.431,0.354
15.1875,-3.6250000000000004,2.625,0.020496,0.44115200000000004,0.8823040000000001,0.231,-0.43900000000000006,0.35200000000000004
25.9375,-5.75,1.125,0.020496,0.420656,0.887184,0.231,-0.431,0.34800000000000003
18.625,-9.75,-1.625,0.04392,0.44798400000000005,0.8500959999999999,0.228,-0.43,0.35
-2.6875,-15.1875,-7.687500000000001,0.014639999999999999,0.43432000000000004,0.859856,0.233,-0.43,0.338
1.75,-15.375000000000002,-7.4375,0.056608,0.462624,0.85888,0.22200000000000003,-0.42900000000000005,0.335
6.875,-10.5625,-5.1875,0.062464000000000006,0.46457599999999993,0.841312,0.22,-0.42300000000000004,0.35
-1.75,-8.75,-5.625,0.049776,0.486048,0.83936,0.21,-0.43200000000000005,0.322
0.4375,-1.5000000000000002,0.9374999999999999,0.06344,0.45481600000000005,0.845216,0.21400000000000002,-0.41800000000000004,0.33899999999999997
-11.9375,-3.375,-3.7499999999999996,0.058559999999999994,0.46164799999999995,0.880352,0.22400000000000003,-0.41100000000000003,0.326
-9.75,-1.9375,-4.375,0.05758399999999999,0.456768,0.8852319999999999,0.225,-0.42100000000000004,0.349
-4.875,-0.875,-4.375,0.049776,0.44212799999999997,0.872544,0.21,-0.42100000000000004,0.34700000000000003
-2.6875,2.125,-4.125,0.05563200000000001,0.44212799999999997,0.900848,0.22200000000000003,-0.41900000000000004,0.35300000000000004
2.4375,3.0625,-3.3125,0.048799999999999996,0.446032,0.8784,0.203,-0.42900000000000005,0.349
-0.3125,6.6875,-2.625,0.03904,0.456768,0.866688,0.201,-0.41600000000000004,0.36700000000000005
-4.5,1.9375,-0.37500000000000006,0.03904,0.4392,0.8910879999999999,0.21,-0.42400000000000004,0.344
-7.250000000000001,-1.3125,-2.5625,0.040992,0.437248,0.8784,0.20600000000000002,-0.42100000000000004,0.35100000000000003
-49.1875,-11.4375,-5.8125,0.026352,0.44798400000000005,0.856928,0.203,-0.42200000000000004,0.371
-97.6875,-24.625,-4.0625,0.056608,0.39039999999999997,0.9027999999999999,0.20400000000000001,-0.42,0.38400000000000006
-106.5625,-31.0,-10.0625,0.060511999999999996,0.313296,0.963312,0.20700000000000002,-0.42400000000000004,0.41400000000000003
-76.37500000000001,-7.0,2.5,0.096624,0.22545600000000002,0.9447679999999999,0.20600000000000002,-0.42900000000000005,0.42100000000000004
-137.375,-27.6875,-22.0625,0.10052799999999999,0.193248,0.979904,0.20600000000000002,-0.43,0.465
-119.875,-15.4375,-9.125,0.08295999999999999,0.12492800000000001,1.050176,0.20200000000000004,-0.43800000000000006,0.486
-67.5,12.4375,14.0,0.079056,0.07808,0.99552,0.21100000000000002,-0.44400000000000006,0.514
-72.1875,23.5,7.0625,0.105408,-0.035136,1.115568,0.20900000000000002,-0.455,0.529
-32.3125,12.6875,3.5625000000000004,0.072224,-0.052704,1.094096,0.22,-0.457,0.533
-6.6875,8.5625,4.5,0.076128,-0.03904,1.053104,0.20800000000000002,-0.467,0.542
-2.5625,6.6875,0.6875,0.056608,-0.040015999999999996,1.053104,0.215,-0.47,0.539
0.6875,2.375,0.37500000000000006,0.054656,-0.034159999999999996,1.04432,0.21700000000000003,-0.458,0.544
-2.1875,3.25,0.25,0.051727999999999996,-0.027328,1.021872,0.21600000000000003,-0.4640000000000001,0.542
-3.3125,3.0000000000000004,0.875,0.046848,-0.036112,1.050176,0.20800000000000002,-0.456,0.545
0.875,0.3125,0.625,0.045871999999999996,-0.037087999999999996,1.0413919999999999,0.21200000000000002,-0.461,0.556
1.25,0.125,0.7500000000000001,0.044896,-0.03904,1.043344,0.21400000000000002,-0.457,0.554
-0.25,-0.25,0.9374999999999999,0.045871999999999996,-0.034159999999999996,1.027728,0.20800000000000002,-0.462,0.562
-0.625,0.25,0.875,0.044896,-0.040992,1.04432,0.215,-0.46,0.547
0.625,-0.5625,0.8125,0.044896,-0.03904,1.03944,0.22200000000000003,-0.462,0.559
-0.0625,0.0625,1.0,0.045871999999999996,-0.041968,1.0365119999999999,0.21200000000000002,-0.4590000000000001,0.548
1.5000000000000002,-0.4375,1.125,0.046848,-0.040992,1.03944,0.21100000000000002,-0.4590000000000001,0.562
0.5625,-0.25,1.1875,0.04392,-0.040992,1.035536,0.203,-0.4690000000000001,0.554
1.0625,-0.37500000000000006,2.6875,0.041968,-0.03904,1.035536,0.221,-0.465,0.554
0.5625,0.0625,2.6875,0.042943999999999996,-0.040992,1.03944,0.20200000000000004,-0.468,0.562
0.8125,-0.5,1.5625,0.044896,-0.040015999999999996,1.030656,0.22200000000000003,-0.47100000000000003,0.5630000000000001
0.6875,0.0625,1.75,0.042943999999999996,-0.04392,1.038464,0.213,-0.461,0.553
0.4375,-0.4375,1.25,0.041968,-0.041968,1.037488,0.21900000000000003,-0.47,0.55
0.5625,-0.3125,1.125,0.040992,-0.042943999999999996,1.0365119999999999,0.20900000000000002,-0.463,0.5680000000000001
0.875,-0.3125,0.8125,0.040992,-0.045871999999999996,1.03944,0.21600000000000003,-0.466,0.5680000000000001
1.0,-0.5625,0.875,0.040992,-0.041968,1.037488,0.21,-0.466,0.549
0.5625,-0.8125,0.875,0.040992,-0.042943999999999996,1.035536,0.20400000000000001,-0.47,0.5630000000000001
1.375,-0.8125,1.3125,0.040015999999999996,-0.04392,1.03944,0.196,-0.461,0.556
1.125,-0.625,1.6875,0.038064,-0.041968,1.03944,0.20800000000000002,-0.462,0.55
1.0625,-0.6875,1.0,0.040992,-0.045871999999999996,1.038464,0.215,-0.462,0.557
1.5000000000000002,-0.5,0.875,0.041968,-0.041968,1.037488,0.20800000000000002,-0.462,0.562
1.0,-0.6875,1.25,0.040015999999999996,-0.044896,1.040416,0.21200000000000002,-0.4590000000000001,0.5640000000000001
0.7500000000000001,-0.6875,1.375,0.03904,-0.042943999999999996,1.0365119999999999,0.215,-0.467,0.5760000000000001
1.25,-0.4375,1.125,0.041968,-0.04392,1.043344,0.21400000000000002,-0.47,0.561
1.0625,-0.8125,0.875,0.040015999999999996,-0.042943999999999996,1.0413919999999999,0.21700000000000003,-0.463,0.556
1.3125,-0.37500000000000006,1.4375,0.040992,-0.045871999999999996,1.038464,0.21700000000000003,-0.457,0.5640000000000001
1.5625,-0.8125,1.6875,0.038064,-0.042943999999999996,1.0413919999999999,0.21600000000000003,-0.46,0.5630000000000001
2.1875,-0.37500000000000006,3.0625,0.040015999999999996,-0.041968,1.040416,0.21900000000000003,-0.463,0.556
1.75,-0.25,2.25,0.041968,-0.04392,1.0365119999999999,0.218,-0.456,0.547
2.0,-0.0625,1.25,0.04392,-0.047824,1.040416,0.21100000000000002,-0.457,0.562
1.4375,-0.4375,1.3125,0.038064,-0.041968,1.03944,0.213,-0.4640000000000001,0.547
1.25,-1.125,1.3125,0.040015999999999996,-0.041968,1.040416,0.20900000000000002,-0.457,0.559
1.25,-0.625,1.3125,0.03904,-0.045871999999999996,1.040416,0.22,-0.468,0.561
1.125,-0.5,1.8749999999999998,0.03904,-0.042943999999999996,1.037488,0.21600000000000003,-0.47,0.555
1.4375,-0.8125,1.5625,0.040015999999999996,-0.041968,1.038464,0.205,-0.47,0.556
2.9375,-0.875,0.5,0.038064,-0.044896,1.043344,0.213,-0.461,0.547
5.1875,-1.8125000000000002,-0.25,0.040015999999999996,-0.037087999999999996,1.023824,0.215,-0.455,0.552
2.9375,-0.4375,-0.125,0.040015999999999996,-0.034159999999999996,1.0413919999999999,0.205,-0.463,0.558
0.875,-0.625,0.7500000000000001,0.032208,-0.047824,1.0462719999999999,0.218,-0.467,0.557
4.25,-1.1875,1.0625,0.034159999999999996,-0.045871999999999996,1.022848,0.20900000000000002,-0.468,0.538
1.0625,-1.125,1.3125,0.041968,-0.041968,1.02968,0.21900000000000003,-0.462,0.56
1.3125,-1.0,0.37500000000000006,0.040015999999999996,-0.034159999999999996,1.035536,0.22200000000000003,-0.466,0.553
2.25,-0.9374999999999999,0.625,0.037087999999999996,-0.035136,1.038464,0.21200000000000002,-0.45400000000000007,0.553
0.6875,-1.25,1.1875,0.03904,-0.036112,1.040416,0.20800000000000002,-0.456,0.546
0.9374999999999999,-0.6875,1.125,0.035136,-0.044896,1.032608,0.22,-0.45400000000000007,0.551
-0.25,-0.625,1.3125,0.038064,-0.041968,1.040416,0.215,-0.45400000000000007,0.553
1.8749999999999998,-0.625,1.5000000000000002,0.044896,-0.03904,1.03944,0.21900000000000003,-0.4590000000000001,0.562
0.6875,-0.875,1.75,0.045871999999999996,-0.033184,1.03944,0.22,-0.463,0.557
0.25,-0.7500000000000001,0.6875,0.040015999999999996,-0.036112,1.03456,0.21700000000000003,-0.47100000000000003,0.562
1.5000000000000002,-0.5,0.5,0.035136,-0.044896,1.037488,0.205,-0.462,0.552
1.4375,-0.875,1.6875,0.031232000000000003,-0.048799999999999996,1.033584,0.21,-0.4690000000000001,0.57
0.7500000000000001,-0.9374999999999999,1.9375,0.03904,-0.041968,1.038464,0.21400000000000002,-0.465,0.561
0.3125,-0.6875,3.0625,0.04392,-0.047824,1.03944,0.20400000000000001,-0.456,0.5730000000000001
0.25,-0.7500000000000001,3.1875,0.045871999999999996,-0.029279999999999997,1.03944,0.21400000000000002,-0.455,0.5690000000000001
0.6875,-1.5625,2.5,0.040015999999999996,-0.038064,1.035536,0.21600000000000003,-0.465,0.5640000000000001
1.25,-1.1875,2.625,0.046848,-0.041968,1.03944,0.21400000000000002,-0.463,0.5640000000000001
0.4375,-1.0625,0.625,0.045871999999999996,-0.04392,1.032608,0.213,-0.466,0.555
0.0,-1.0625,0.37500000000000006,0.041968,-0.041968,1.038464,0.21600000000000003,-0.4640000000000001,0.5630000000000001
-0.5,-1.375,-0.37500000000000006,0.035136,-0.049776,1.0413919999999999,0.21600000000000003,-0.46,0.5730000000000001
0.0625,-1.375,-0.8125,0.038064,-0.045871999999999996,1.04432,0.213,-0.45300000000000007,0.555
0.4375,-1.125,-0.37500000000000006,0.040992,-0.042943999999999996,1.037488,0.21100000000000002,-0.47,0.5640000000000001
0.4375,-1.25,-0.875,0.040992,-0.048799999999999996,1.038464,0.22400000000000003,-0.468,0.561
0.37500000000000006,-1.0625,-0.5,0.044896,-0.040992,1.038464,0.21600000000000003,-0.461,0.553
0.3125,-1.6875,-0.9374999999999999,0.03904,-0.054656,1.0365119999999999,0.215,-0.4640000000000001,0.56
1.3125,-0.9374999999999999,-1.625,0.034159999999999996,-0.054656,1.042368,0.21700000000000003,-0.46,0.558
0.5625,-1.625,-1.1875,0.040992,-0.05563200000000001,1.03944,0.213,-0.463,0.5640000000000001
0.25,-0.8125,-1.3125,0.038064,-0.054656,1.025776,0.21200000000000002,-0.465,0.562
0.0625,-0.5625,-1.3125,0.03904,-0.047824,1.02968,0.213,-0.47,0.556
1.0625,-0.0625,-0.18750000000000003,0.05368,-0.035136,1.035536,0.20800000000000002,-0.456,0.56
0.5,0.125,-1.3125,0.035136,-0.048799999999999996,1.032608,0.21200000000000002,-0.461,0.549
1.5000000000000002,-0.8125,-4.5625,0.040992,-0.054656,1.03944,0.20900000000000002,-0.467,0.555
1.75,-0.4375,-1.0,0.05758399999999999,-0.029279999999999997,1.042368,0.20600000000000002,-0.465,0.557
1.375,-0.4375,-0.875,0.040015999999999996,-0.047824,1.03944,0.205,-0.4690000000000001,0.5640000000000001
1.125,-1.5625,-0.5,0.044896,-0.038064,1.038464,0.19700000000000004,-0.45400000000000007,0.554
1.1875,-1.75,1.4375,0.048799999999999996,-0.033184,1.03456,0.195,-0.466,0.555
2.0,-1.9375,1.6875,0.04392,-0.050752,1.035536,0.203,-0.462,0.553
2.6875,-1.0,0.4375,0.045871999999999996,-0.048799999999999996,1.0462719999999999,0.19400000000000003,-0.466,0.562
3.0625,-1.5000000000000002,1.375,0.042943999999999996,-0.037087999999999996,1.045296,0.21100000000000002,-0.467,0.5680000000000001
2.6875,-2.6875,2.625,0.037087999999999996,-0.046848,1.028704,0.196,-0.456,0.561
1.75,-1.5625,1.25,0.040992,-0.046848,1.042368,0.20200000000000004,-0.45400000000000007,0.552
1.5000000000000002,-1.375,-0.3125,0.048799999999999996,-0.044896,1.030656,0.20400000000000001,-0.463,0.548
1.125,-0.7500000000000001,0.3125,0.037087999999999996,-0.044896,1.03944,0.20900000000000002,-0.461,0.559
1.0,-0.37500000000000006,1.8749999999999998,0.050752,-0.041968,1.047248,0.20700000000000002,-0.468,0.554
0.9374999999999999,-1.125,1.375,0.050752,-0.040015999999999996,1.035536,0.20200000000000004,-0.4640000000000001,0.554
1.75,-0.875,0.7500000000000001,0.050752,-0.050752,1.038464,0.21100000000000002,-0.466,0.5710000000000001
0.875,-0.4375,0.18750000000000003,0.046848,-0.044896,1.037488,0.21400000000000002,-0.455,0.5720000000000001
1.75,-0.5,0.37500000000000006,0.045871999999999996,-0.046848,1.038464,0.20800000000000002,-0.462,0.5740000000000001
1.625,-1.125,-0.6875,0.027328,-0.07710399999999999,1.060912,0.213,-0.47200000000000003,0.5630000000000001
3.125,0.125,2.0,0.008784,-0.096624,1.04432,0.20900000000000002,-0.4690000000000001,0.5640000000000001
1.8749999999999998,-1.375,5.8125,0.022448,-0.045871999999999996,1.050176,0.20700000000000002,-0.47400000000000003,0.562
2.5625,-1.75,6.000000000000001,0.062464000000000006,-0.025376,1.0413919999999999,0.2,-0.467,0.56
2.125,-1.5000000000000002,4.1875,0.060511999999999996,-0.013664,1.0365119999999999,0.215,-0.457,0.561
1.8125000000000002,-2.0625,0.5,0.05563200000000001,-0.030255999999999998,1.035536,0.20400000000000001,-0.468,0.5720000000000001
1.1875,-1.0,0.25,0.042943999999999996,-0.052704,1.038464,0.213,-0.467,0.5660000000000001
1.375,-1.25,1.0,0.044896,-0.049776,1.0462719999999999,0.20600000000000002,-0.457,0.552
